,car_brand,carprice,kms_driven,fuel_type,city,year_of_manufacture
440,Hyundai,849000.0,30490.0,Petrol,Bangalore,2019
441,Maruti,500000.0,65000.0,Petrol,Thane,2019
442,Maruti,349000.0,36427.0,eco_fuel,Mumbai,2017
443,Hyundai,589000.0,47873.0,Petrol,Pune,2020
444,Mahindra,865000.0,116000.0,Diesel,Noida,2015
445,Volkswagen,1789999.9999999998,11321.0,Petrol,Thane,2022
446,Hyundai,930000.0000000001,12000.0,Petrol,Thane,2018
447,Hyundai,695000.0,23671.0,Petrol,Bangalore,2018
448,Maruti,160000.0,58000.0,Petrol,Kolkata,2009
449,Honda,665000.0,38868.0,Petrol,Delhi,2018
450,Honda,795000.0,33613.0,Petrol,Mumbai,2016
451,Audi,2050000.0,90246.0,Diesel,Ahmedabad,2016
452,Hyundai,500000.0,58005.0,Petrol,Thane,2018
453,Toyota,980000.0000000001,44000.0,Petrol,Hyderabad,2018
454,Maruti,704000.0,28151.0,Petrol,Delhi,2019
455,Hyundai,745000.0,59233.0,Petrol,Noida,2015
456,Hyundai,500000.0,34000.0,Diesel,Thiruvallur,2017
457,Maruti,610000.0,47500.0,Petrol,Thane,2017
458,Honda,325000.0,82000.0,Petrol,Thane,2010
459,Toyota,4850000.0,28000.0,Diesel,Pune,2021
460,Toyota,434999.99999999994,32545.0,Petrol,Kolkata,2015
461,Honda,653000.0,82852.0,Petrol,Delhi,2014
462,Ford,599000.0,56615.0,Diesel,Thane,2015
463,Kia,1490000.0,57600.0,Petrol,Chennai,2019
464,Hyundai,620000.0,30704.0,Diesel,Hyderabad,2018
465,BMW,4790000.0,60000.0,Diesel,Pune,2017
466,Maruti,527000.0,14813.0,Petrol,Delhi,2016
467,Fiat,350000.0,85451.0,Diesel,Hyderabad,2014
468,Renault,425000.0,39736.0,Petrol,Mumbai,2017
469,Mercedes-Benz,2878000.0,31283.0,Diesel,Bangalore,2016
470,Honda,615000.0,69000.0,Petrol,Thane,2015
471,Maruti,1290000.0,14222.0,Petrol,Ahmedabad,2022
472,Honda,345000.0,63000.0,Petrol,Mumbai,2011
473,Volkswagen,290000.0,57261.0,Diesel,Kolkata,2013
474,Skoda,1013000.0000000001,14049.0,Petrol,Kolkata,2020
475,Hyundai,295000.0,75000.0,Petrol,Ahmedabad,2016
476,Maruti,476000.0,66.0,Petrol,Delhi,2021
477,Maruti,785000.0,91000.0,Diesel,Hyderabad,2018
478,Maruti,235000.0,39900.0,Petrol,Thane,2011
479,Hyundai,1925000.0,9355.0,Petrol,Thane,2022
480,Maruti,700000.0,55000.0,Petrol,Thiruvallur,2018
481,Volkswagen,1748999.9999999998,16777.0,Petrol,Bangalore,2021
482,Toyota,2449000.0,55627.0,Diesel,Bangalore,2018
483,Maruti,595000.0,67590.0,Petrol,Mumbai,2014
484,Nissan,325000.0,16937.0,Petrol,Kolkata,2017
485,Honda,875000.0,36000.0,Petrol,Mumbai,2018
486,Honda,857000.0,7702.0,Petrol,Pune,2022
487,Maruti,454000.0,50729.0,Petrol,Pune,2020
488,BMW,2250000.0,63000.0,Petrol,Ahmedabad,2018
489,MINI,1475000.0,46251.0,Diesel,Ahmedabad,2014
490,Hyundai,590000.0,67000.0,Petrol,Ahmedabad,2016
491,Mercedes-Benz,2500000.0,52295.0,Diesel,Hyderabad,2016
492,Maruti,292000.0,52460.0,Petrol,Pune,2015
493,Hyundai,430000.0,41429.0,Petrol,Pune,2012
494,Jeep,1825000.0,28449.0,Petrol,Mumbai,2019
495,Hyundai,526000.0,57588.0,Petrol,Pune,2019
497,Maruti,490000.00000000006,53830.0,Petrol,Ahmedabad,2018
498,Toyota,425000.0,120000.0,Diesel,Thane,2009
499,Tata,60000.0,50000.0,Diesel,Pallikarnai,2007
500,Maruti,310000.0,68000.0,Petrol,Hyderabad,2015
501,Maruti,655000.0,22772.0,Petrol,Kolkata,2018
502,Hyundai,465000.00000000006,22407.0,Petrol,Mumbai,2017
503,Hyundai,630000.0,61546.0,Petrol,Pune,2018
504,Hyundai,310000.0,68000.0,Petrol,Noida,2012
505,Honda,690000.0,45000.0,Petrol,Ahmedabad,2015
506,MG,1685000.0000000002,4946.0,Petrol,Thane,2021
507,Maruti,463999.99999999994,13889.0,Petrol,Pune,2017
508,Jeep,1692000.0000000002,23409.0,Petrol,Pune,2019
509,Toyota,3250000.0,82000.0,Diesel,Hyderabad,2017
510,Maruti,415000.00000000006,40900.0,Petrol,Bangalore,2014
511,Mercedes-Benz,2295000.0,8368.0,Diesel,Bangalore,2017
512,Toyota,1648999.9999999998,107281.0,Diesel,Bangalore,2012
513,Maruti,340000.0,51595.0,Petrol,Delhi,2013
514,Renault,459999.99999999994,22541.0,Petrol,Bangalore,2018
515,Mercedes-Benz,4400000.0,46000.0,Diesel,Pune,2018
516,Maruti,359000.0,20728.0,Petrol,Kolkata,2016
517,Hyundai,595000.0,44868.0,Petrol,Bangalore,2019
518,Hyundai,733000.0,18631.0,Petrol,Pune,2019
519,Toyota,1889999.9999999998,48969.0,Diesel,Thane,2018
520,Toyota,3350000.0,42000.0,Diesel,Hyderabad,2022
521,Maruti,649000.0,9011.0,Petrol,Bangalore,2021
522,Honda,950000.0,77116.0,Petrol,Hyderabad,2015
523,Honda,819999.9999999999,26500.0,Diesel,Ambattur,2018
524,Hyundai,1137000.0,22872.0,Petrol,Bangalore,2017
525,Volvo,1600000.0,30000.0,Diesel,Ahmedabad,2016
526,Hyundai,750000.0,33647.0,Petrol,Thane,2018
527,Maruti,223000.0,27233.0,Petrol,Kolkata,2014
528,Hyundai,1725000.0,28374.0,Petrol,Thane,2021
529,Mahindra,894999.9999999999,80500.0,Diesel,Delhi,2017
530,Volkswagen,944999.9999999999,41417.0,Petrol,Bangalore,2017
531,Maruti,267000.0,23377.0,Petrol,Delhi,2015
532,Hyundai,850000.0,75126.0,Diesel,Hyderabad,2018
533,Maruti,949000.0,16700.0,Petrol,Ahmedabad,2020
534,Honda,699000.0,27429.0,Petrol,Kolkata,2019
535,Renault,295000.0,40000.0,Petrol,Noida,2018
536,Ford,475000.0,50945.0,Diesel,Hyderabad,2015
537,Maruti,650000.0,9500.0,Petrol,Thane,2019
538,Honda,235000.0,107551.0,Petrol,Mumbai,2009
539,Mahindra,2800000.0,2100.0,Diesel,Ahmedabad,2022
540,Maruti,327000.0,40110.0,Petrol,Kolkata,2012
541,Honda,370000.0,60000.0,Petrol,Pallikarnai,2013
542,Honda,1251000.0,74009.0,Petrol,Mumbai,2015
543,BMW,4750000.0,13900.0,Petrol,Ahmedabad,2020
544,BMW,4800000.0,28000.0,Diesel,Ahmedabad,2017
545,Maruti,450000.0,11537.0,Petrol,Ahmedabad,2020
546,Toyota,985000.0,15928.0,Petrol,Bangalore,2021
547,Mahindra,2145000.0,40180.0,Diesel,Kolkata,2019
548,Renault,850000.0,22601.0,Diesel,Hyderabad,2018
549,BMW,2750000.0,99000.0,Diesel,Hyderabad,2016
550,Maruti,712000.0,10658.0,Petrol,Pune,2020
551,Maruti,556000.0,75044.0,eco_fuel,Pune,2020
552,Ford,1019999.9999999999,52000.0,Diesel,Thane,2019
553,Maruti,875000.0,43999.0,Petrol,Bangalore,2018
554,Honda,570000.0,92270.0,Petrol,Mumbai,2017
555,Maruti,370000.0,77000.0,Petrol,Thane,2012
556,Audi,1500000.0,148108.0,Diesel,Ahmedabad,2015
557,Maruti,407000.0,39876.0,Petrol,Pune,2016
558,Jaguar,1950000.0,67534.0,Diesel,Ahmedabad,2014
559,Maruti,330000.0,75430.0,eco_fuel,Pune,2015
560,Maruti,420000.0,20000.0,Petrol,Thiruvallur,2022
561,Maruti,1150000.0,32000.0,Diesel,Bangalore,2019
562,Hyundai,535000.0,29000.0,Petrol,Hyderabad,2016
563,Hyundai,645000.0,60273.0,Petrol,Hyderabad,2016
564,Honda,450000.0,57000.0,Petrol,Thane,2015
565,Tata,1065000.0,3280.0,Petrol,Thane,2022
566,Audi,9300000.0,6500.0,Petrol,Pune,2022
567,Toyota,3250000.0,51000.0,Diesel,Mumbai,2018
568,Toyota,645000.0,90293.0,Petrol,Mumbai,2015
569,Maruti,395000.0,36000.0,Petrol,Thane,2013
570,Mercedes-Benz,2200000.0,39000.0,Diesel,Ahmedabad,2014
571,BMW,5195000.0,25234.0,Diesel,Hyderabad,2019
573,Skoda,3260000.0,61213.0,Diesel,Hyderabad,2019
574,Renault,446000.0,36904.0,Petrol,Pune,2021
575,Maruti,542000.0,16304.0,Petrol,Kolkata,2018
576,Skoda,944999.9999999999,43000.0,Petrol,Mumbai,2015
577,Tata,1225000.0,20763.0,Petrol,Faridabad,2021
578,Maruti,475000.0,38500.0,eco_fuel,Thane,2016
579,Mahindra,730000.0,41535.0,Diesel,Hyderabad,2017
580,Maruti,731000.0,24645.0,Petrol,Thane,2019
581,BMW,5300000.0,48213.0,Diesel,Mumbai,2018
582,BMW,4250000.0,80000.0,Diesel,Thane,2017
583,Audi,1513000.0,79000.0,Diesel,Ahmedabad,2015
584,Maruti,1155000.0,32031.0,Petrol,Mumbai,2021
585,Hyundai,295000.0,65002.0,Petrol,Thane,2013
586,Mahindra,1574000.0,39300.0,Diesel,Pune,2021
587,Renault,495000.0,25332.0,Petrol,Bangalore,2016
588,Maruti,298000.0,24456.0,Petrol,Pune,2016
589,Hyundai,521000.0,32491.0,Petrol,Chennai,2017
590,Hyundai,645000.0,12593.0,Petrol,Mumbai,2018
591,Hyundai,550000.0,34267.0,Petrol,Pune,2019
592,Maruti,482000.0,29855.0,Petrol,Delhi,2016
593,Hyundai,550000.0,15367.0,Petrol,Thane,2015
594,Hyundai,894999.9999999999,14667.0,Petrol,Kolkata,2019
595,Hyundai,549000.0,41990.0,Petrol,Kolkata,2016
596,Hyundai,1425000.0,59000.0,Diesel,Hyderabad,2018
597,Hyundai,350000.0,48000.0,Diesel,Kolkata,2015
598,Maruti,560000.0,17542.0,Petrol,Bangalore,2018
599,Skoda,899000.0,57702.0,Petrol,Bangalore,2018
600,Honda,620000.0,42408.0,Petrol,Hyderabad,2013
602,Honda,599000.0,51000.0,Petrol,Kolkata,2016
603,Renault,861999.9999999999,75795.0,Diesel,Bangalore,2018
605,Maruti,894999.9999999999,21367.0,Petrol,Bangalore,2018
606,Mercedes-Benz,463000.0,76000.0,Petrol,Ahmedabad,2006
607,Mercedes-Benz,2650000.0,30000.0,Diesel,Bangalore,2015
608,Hyundai,535000.0,41017.0,Petrol,Mumbai,2015
609,Hyundai,524000.0,58184.0,Petrol,Pune,2016
610,Maruti,900000.0,31573.0,Petrol,Hyderabad,2018
611,Tata,1500000.0,4100.0,eco_fuel,Mumbai,2022
612,Mahindra,300000.0,100000.0,Diesel,Thiruvallur,2012
613,Tata,490000.00000000006,33100.0,Petrol,Ahmedabad,2018
614,Maruti,665000.0,19000.0,Petrol,Thane,2018
615,Honda,991000.0,9300.0,Petrol,Ahmedabad,2022
617,Hyundai,761000.0,12030.0,Diesel,Delhi,2021
618,Hyundai,779000.0,9889.0,Petrol,Bangalore,2016
619,Skoda,1950000.0,41000.0,Petrol,Chennai,2019
620,Hyundai,1025000.0,69599.0,Diesel,Ahmedabad,2017
621,Hyundai,376000.0,56322.0,Petrol,Delhi,2014
622,Hyundai,265000.0,24587.0,Petrol,Delhi,2013
623,Hyundai,975000.0,43398.0,Petrol,Thane,2017
624,BMW,900000.0,40000.0,Diesel,Kolkata,2011
625,Maruti,687000.0,18512.0,Petrol,Pune,2021
626,Maruti,369000.0,13046.0,Petrol,Kolkata,2020
627,Hyundai,390000.0,73700.0,Petrol,Ahmedabad,2014
628,Honda,890000.0,6000.0,Petrol,Thane,2019
629,Tata,2500000.0,6861.0,Diesel,Hyderabad,2022
630,Hyundai,465000.00000000006,53776.0,Petrol,Thane,2015
631,Skoda,654000.0,61681.0,Diesel,Kolkata,2017
632,Renault,351000.0,13045.0,Petrol,Delhi,2019
633,Maruti,526000.0,98251.0,Diesel,Pune,2012
634,Renault,380000.0,52778.0,Petrol,Hyderabad,2018
635,Hyundai,911000.0,45000.0,Petrol,Mumbai,2016
636,Nissan,625000.0,72000.0,Diesel,Ahmedabad,2015
637,MG,1975000.0,20999.0,Petrol,Bangalore,2021
638,Maruti,315000.0,42000.0,Petrol,Thane,2012
639,Maruti,859000.0,72255.0,Petrol,Chennai,2020
640,Hyundai,1002999.9999999999,48529.0,Petrol,Pune,2017
641,Honda,673000.0,55056.0,Petrol,Bangalore,2017
642,Land,7898999.999999999,31059.0,Petrol,Kolkata,2020
643,Renault,570000.0,56816.0,Diesel,Thane,2014
644,Maruti,1190000.0,12587.0,Petrol,Ahmedabad,2021
645,Toyota,1850000.0,56967.0,Diesel,Hyderabad,2017
646,Renault,549000.0,5485.0,Petrol,Pune,2021
647,Renault,675000.0,51720.0,Diesel,Kolkata,2019
648,Hyundai,518000.0,29944.0,Petrol,Pune,2018
649,Hyundai,750000.0,16339.0,Petrol,Kolkata,2018
650,Maruti,985000.0,93500.0,Diesel,Hyderabad,2018
652,Honda,695000.0,31605.0,Petrol,Thane,2017
653,Hyundai,1383000.0,14512.0,Diesel,Hyderabad,2021
654,Maruti,319000.0,24993.0,Petrol,Delhi,2018
656,Mahindra,1150000.0,72000.0,Diesel,Hyderabad,2018
657,Toyota,2250000.0,52907.0,Diesel,Chennai,2017
658,Ford,550000.0,49223.0,Petrol,Hyderabad,2016
659,Toyota,885000.0,125000.0,Petrol,Delhi,2018
660,Tata,639000.0,32210.0,Petrol,Bangalore,2018
661,Honda,819999.9999999999,27963.0,Petrol,Delhi,2018
662,Volkswagen,2400000.0,74000.0,Diesel,Hyderabad,2017
663,Audi,6150000.0,40000.0,Diesel,Ahmedabad,2017
664,Mahindra,750000.0,147421.0,Diesel,Bangalore,2012
665,BMW,3250000.0,36114.0,Diesel,Mumbai,2019
666,Toyota,2143000.0,82000.0,Petrol,Delhi,2017
667,Honda,459999.99999999994,65000.0,Petrol,Ambattur,2014
668,Mercedes-Benz,950000.0,99941.0,Diesel,Ahmedabad,2012
669,Ford,484999.99999999994,74000.0,Diesel,Thane,2013
670,Maruti,370000.0,76256.0,Petrol,Kolkata,2015
671,Fiat,400000.0,36500.0,Petrol,Ambattur,2016
672,Maruti,525000.0,41240.0,Petrol,Mumbai,2017
674,Mercedes-Benz,7400000.0,11000.0,Diesel,Delhi,2022
675,Mercedes-Benz,1395000.0,55910.0,Diesel,Bangalore,2013
676,Hyundai,479000.0,38345.0,Petrol,Pune,2016
677,Audi,4800000.0,23931.0,Petrol,Ahmedabad,2020
678,Mahindra,1350000.0,73342.0,Diesel,Mumbai,2020
679,Honda,851000.0,17500.0,Petrol,Ahmedabad,2021
680,Kia,1491000.0,23113.0,Petrol,Bangalore,2019
681,Mercedes-Benz,4275000.0,47045.0,Diesel,Thane,2016
682,Hyundai,415000.00000000006,32064.0,Petrol,Pune,2014
683,Maruti,637000.0,76203.0,Petrol,Chennai,2017
684,Hyundai,476999.99999999994,27448.0,Petrol,Kolkata,2019
685,Jeep,2250000.0,5030.0,Petrol,Kolkata,2021
686,Hyundai,509999.99999999994,30858.0,Petrol,Hyderabad,2019
687,Maruti,550000.0,48000.0,Petrol,Thane,2016
688,Hyundai,320000.0,36500.0,Petrol,Ahmedabad,2011
689,Maruti,524000.0,34039.0,eco_fuel,Pune,2018
690,Hyundai,536000.0,24062.0,Petrol,Kolkata,2018
691,Mercedes-Benz,3000000.0,64148.0,Diesel,Hyderabad,2015
692,MG,1611000.0,46301.0,Diesel,Mumbai,2019
693,Mahindra,1698999.9999999998,3590.0,Petrol,Bangalore,2022
694,Toyota,1989999.9999999998,134361.0,Diesel,Hyderabad,2014
695,Toyota,2649000.0,108512.0,Diesel,Ahmedabad,2016
696,Hyundai,778000.0,8423.0,eco_fuel,Pune,2021
697,Volkswagen,345000.0,78800.0,Petrol,Thane,2013
698,Maruti,745000.0,46023.0,Petrol,Mumbai,2018
699,Hyundai,675000.0,47000.0,Petrol,Ahmedabad,2017
700,Hyundai,683000.0,18352.0,Petrol,Delhi,2017
701,Honda,459999.99999999994,70000.0,Petrol,Thane,2015
702,MG,1475000.0,12000.0,Petrol,Delhi,2021
703,Maruti,875000.0,36422.0,Diesel,Mumbai,2019
704,Honda,565000.0,86593.0,Petrol,Bangalore,2012
705,Hyundai,250000.0,34000.0,Petrol,Thane,2013
706,Ford,685000.0,48504.0,Petrol,Mumbai,2016
707,Maruti,564000.0,12463.0,Petrol,Chennai,2020
708,Maruti,299000.0,54923.0,Petrol,Pune,2017
709,Honda,305000.0,52000.0,Petrol,Thane,2013
710,Mahindra,1499000.0,53075.0,Diesel,Bangalore,2017
711,BMW,2175000.0,21000.0,Diesel,Mumbai,2017
712,Maruti,391000.0,18705.0,Petrol,Delhi,2017
713,Maruti,690000.0,69000.0,Diesel,Ahmedabad,2017
714,Maruti,770000.0,71250.0,Diesel,Hyderabad,2017
715,Hyundai,1920000.0,18583.0,Petrol,Thane,2022
716,Maruti,950000.0,117859.0,Diesel,Hyderabad,2017
717,Hyundai,575000.0,67000.0,Petrol,Hyderabad,2015
718,Maruti,483000.0,57052.0,Petrol,Kolkata,2016
719,Toyota,1975000.0,75000.0,Diesel,Ahmedabad,2018
720,Hyundai,1090000.0,71395.0,Petrol,Mumbai,2016
721,Maruti,389000.0,24550.0,Petrol,Pune,2016
722,Volkswagen,590000.0,28000.0,Petrol,Ahmedabad,2019
723,Maruti,634000.0,8087.0,Petrol,Kolkata,2019
724,Volkswagen,445000.0,88000.0,Petrol,Mumbai,2014
725,Tata,745000.0,26438.0,Petrol,Thane,2019
726,Honda,996000.0000000001,71420.0,Petrol,Chennai,2018
727,Maruti,1117000.0,21052.0,Petrol,Pune,2020
728,Audi,3200000.0,170000.0,Diesel,Bangalore,2014
729,Honda,885000.0,43417.0,Petrol,Mumbai,2017
730,Maruti,325000.0,75100.0,Petrol,Delhi,2012
731,Toyota,4850000.0,700.0,Petrol,Pune,2022
732,Honda,450000.0,21996.0,Petrol,Ahmedabad,2016
733,Tata,2251000.0,30229.0,Diesel,Mumbai,2021
734,Maruti,299000.0,37796.0,Petrol,Pune,2016
736,Maruti,880000.0000000001,40904.0,Petrol,Hyderabad,2020
737,Hyundai,415000.00000000006,43000.0,Diesel,Thane,2015
738,Maruti,295000.0,80173.0,eco_fuel,Mumbai,2012
739,Maruti,379000.0,18512.0,Petrol,Bangalore,2018
740,Honda,625000.0,73000.0,Petrol,Ahmedabad,2016
741,Maruti,689000.0,1064.0,eco_fuel,Pune,2022
742,Hyundai,409999.99999999994,37000.0,Petrol,Thiruvallur,2017
743,Hyundai,486000.00000000006,60600.0,Petrol,Chennai,2019
744,Hyundai,495000.0,21344.0,Petrol,Mumbai,2016
745,Hyundai,1285000.0,82899.0,Diesel,Mumbai,2018
746,Maruti,450000.0,29192.0,Petrol,Kolkata,2018
747,Maruti,364000.0,11363.0,Petrol,Kolkata,2015
748,Maruti,250000.0,77050.0,eco_fuel,Ahmedabad,2011
749,Tata,525000.0,24051.0,Petrol,Thane,2018
750,Mahindra,1375000.0,75811.0,Diesel,Bangalore,2016
751,Tata,465000.00000000006,45412.0,Petrol,Mumbai,2017
752,Toyota,1580000.0,115000.0,Diesel,Delhi,2018
753,Maruti,730000.0,90251.0,Diesel,Hyderabad,2018
754,Maruti,359000.0,28518.0,Petrol,Kolkata,2016
755,Datsun,361000.0,33766.0,Petrol,Hyderabad,2018
756,Ford,175000.0,114000.0,Petrol,Pallikarnai,2009
757,Volvo,4750000.0,30000.0,Diesel,Delhi,2020
758,Maruti,428000.0,12902.0,Petrol,Kolkata,2014
759,Maruti,844999.9999999999,62769.0,Diesel,Mumbai,2018
760,Hyundai,349000.0,52242.0,Diesel,Kolkata,2015
761,Honda,1024000.0,9838.0,Petrol,Pune,2021
762,Renault,475000.0,12000.0,Petrol,Mumbai,2021
763,Honda,775000.0,76275.0,Petrol,Mumbai,2016
764,Honda,765000.0,29500.0,Petrol,Thane,2017
765,Tata,2395000.0,22617.0,Diesel,Bangalore,2021
766,Renault,670000.0,25000.0,Petrol,Thiruvallur,2020
768,BMW,6975000.0,22000.0,Diesel,Ahmedabad,2017
769,Nissan,575000.0,29208.0,Diesel,Ahmedabad,2017
770,Volkswagen,315000.0,62000.0,Petrol,Thane,2011
771,Land,5300000.0,22000.0,Diesel,Bangalore,2018
772,Hyundai,350000.0,26700.0,Petrol,Ahmedabad,2017
773,Honda,530000.0,41217.0,Petrol,Mumbai,2016
774,Hyundai,750000.0,56747.0,Petrol,Thane,2015
775,Maruti,553000.0,51765.0,eco_fuel,Delhi,2020
776,Honda,465000.00000000006,54000.0,Petrol,Mumbai,2014
777,Tata,2250000.0,9535.0,Diesel,Ahmedabad,2021
778,Hyundai,484999.99999999994,25000.0,Petrol,Ahmedabad,2019
779,Maruti,400000.0,47000.0,eco_fuel,Thane,2015
780,Honda,750000.0,46399.0,Petrol,Mumbai,2015
781,Maruti,370000.0,47377.0,eco_fuel,Delhi,2019
782,Hyundai,669000.0,44300.0,Petrol,Bangalore,2019
783,Toyota,1975000.0,144286.0,Diesel,Hyderabad,2017
784,Hyundai,325000.0,46721.0,Petrol,Thane,2013
785,Hyundai,799000.0,21303.0,Petrol,Bangalore,2018
786,Maruti,409999.99999999994,80000.0,Diesel,Thane,2014
787,Audi,1579000.0,73000.0,Diesel,Delhi,2015
788,Chevrolet,150000.0,84656.0,Diesel,Ambattur,2011
789,Hyundai,565000.0,18523.0,Petrol,Mumbai,2015
790,Honda,560000.0,76018.0,Diesel,Hyderabad,2015
791,Nissan,495000.0,73056.0,Petrol,Bangalore,2013
792,Hyundai,1300000.0,23221.0,Diesel,Thane,2021
793,Honda,285000.0,71000.0,Petrol,Noida,2011
794,Hyundai,723000.0,13825.0,Petrol,Pune,2019
795,Tata,550000.0,101785.0,Diesel,Chennai,2015
796,Maruti,409999.99999999994,24000.0,eco_fuel,Thane,2015
797,Maruti,558000.0,77813.0,eco_fuel,Pune,2019
798,Maruti,618000.0,41617.0,Petrol,Delhi,2019
799,BMW,1200000.0,41000.0,Diesel,Kolkata,2013
800,Maruti,378000.0,55847.0,Petrol,Pune,2015
801,Renault,1190000.0,16600.0,Petrol,Chennai,2020
802,Honda,599000.0,57340.0,Petrol,Ahmedabad,2019
803,Hyundai,590000.0,45173.0,Petrol,Mumbai,2015
804,Honda,999000.0,58019.0,Petrol,Bangalore,2017
806,Hyundai,499000.0,53150.0,Petrol,Thane,2015
807,Tata,1099000.0,44999.0,Petrol,Bangalore,2020
808,Hyundai,540000.0,12996.0,Petrol,Bangalore,2021
809,Tata,913000.0000000001,50043.0,Petrol,Pune,2018
810,Maruti,686000.0,21880.0,Petrol,Delhi,2018
811,Volkswagen,550000.0,36486.0,Diesel,Hyderabad,2014
812,Toyota,847000.0000000001,18535.0,Petrol,Pune,2019
813,Maruti,675000.0,37090.0,Petrol,Ahmedabad,2018
814,Honda,650000.0,26361.0,Petrol,Hyderabad,2018
815,Honda,811000.0,72973.0,Petrol,Kolkata,2017
816,Toyota,411000.00000000006,121790.0,Petrol,Mumbai,2014
817,Renault,270000.0,140000.0,Petrol,Thiruvallur,2018
818,Hyundai,525000.0,39200.0,Petrol,Pune,2017
819,Hyundai,550000.0,61391.0,Diesel,Hyderabad,2017
820,Maruti,950000.0,87544.0,Diesel,Hyderabad,2018
821,Honda,345000.0,32000.0,Petrol,Thane,2014
822,Maruti,565000.0,66000.0,Petrol,Noida,2017
823,Nissan,840000.0,13264.0,Petrol,Thane,2021
824,Skoda,875000.0,31469.0,Petrol,Mumbai,2018
825,Volkswagen,650000.0,71976.0,Petrol,Hyderabad,2017
826,Honda,575000.0,59800.0,Petrol,Ahmedabad,2016
827,Honda,922000.0000000001,5768.0,Petrol,Pune,2020
828,Maruti,531000.0,55209.0,Petrol,Pune,2015
829,Mercedes-Benz,2426000.0,59500.0,Diesel,Ahmedabad,2016
830,Hyundai,400000.0,45000.0,Petrol,Poonamallee,2016
831,Nissan,769000.0,63839.0,Diesel,Bangalore,2016
832,Jaguar,2975000.0,32434.0,Petrol,Bangalore,2017
833,Maruti,375000.0,55264.0,Petrol,Thane,2016
834,Hyundai,545000.0,12906.0,Petrol,Kolkata,2017
835,Maruti,765000.0,18236.0,Petrol,Thane,2021
836,Maruti,1050000.0,6200.0,Petrol,Ahmedabad,2022
837,Honda,575000.0,80122.0,Petrol,Noida,2014
838,Honda,450000.0,46220.0,Diesel,Kolkata,2016
839,Ford,799000.0,63767.0,Diesel,Bangalore,2016
840,Audi,1213000.0,69000.0,Diesel,Delhi,2013
841,Maruti,685000.0,81007.0,Diesel,Hyderabad,2018
842,Audi,2800000.0,78457.0,Diesel,Hyderabad,2015
843,Maruti,949000.0,41098.0,Petrol,Bangalore,2020
844,Maruti,396000.0,50809.0,Petrol,Pune,2016
845,Maruti,953999.9999999999,59568.0,Diesel,Hyderabad,2019
846,Skoda,425000.0,140037.0,Diesel,Mumbai,2013
847,Honda,645000.0,63036.0,Diesel,Kolkata,2017
848,Maruti,451000.0,18362.0,eco_fuel,Delhi,2021
849,Hyundai,931000.0,85520.0,Diesel,Pune,2015
850,Honda,500000.0,46000.0,Petrol,Mumbai,2016
851,Land,4950000.0,38000.0,Diesel,Thane,2018
852,Maruti,1095000.0,12712.0,Petrol,Hyderabad,2021
853,Maruti,769000.0,35731.0,Petrol,Bangalore,2017
854,Ford,585000.0,39000.0,Petrol,Kolkata,2017
855,Honda,475000.0,32000.0,Petrol,Kolkata,2015
856,Honda,295000.0,119000.0,Petrol,Ambattur,2007
857,Maruti,652000.0,80457.0,Petrol,Hyderabad,2018
858,Hyundai,621000.0,91234.0,Diesel,Kolkata,2018
859,Hyundai,615000.0,49422.0,Petrol,Pune,2016
860,Maruti,475000.0,33053.0,Petrol,Pune,2017
861,Hyundai,730000.0,17385.0,Petrol,Pune,2020
862,Mercedes-Benz,6100000.0,1600.0,Petrol,Mumbai,2021
863,Maruti,974000.0,10158.0,Petrol,Pune,2022
864,Hyundai,1023000.0,56907.0,Diesel,Kolkata,2018
865,Hyundai,800000.0,18000.0,Petrol,Thiruvallur,2019
866,Kia,1682000.0,12498.0,Petrol,Bangalore,2020
867,Honda,419000.00000000006,42265.0,Petrol,Bangalore,2013
868,Maruti,487000.0,81329.0,eco_fuel,Delhi,2018
869,Hyundai,450000.0,53300.0,Petrol,Pune,2016
870,Nissan,830000.0000000001,20000.0,Petrol,Pallikarnai,2021
871,Renault,1028999.9999999999,59839.0,Diesel,Bangalore,2018
872,Toyota,3200000.0,177734.0,Diesel,Hyderabad,2018
873,Honda,282000.0,55200.0,Petrol,Delhi,2014
874,Maruti,451999.99999999994,31651.0,Petrol,Kolkata,2020
875,Hyundai,910000.0,25921.0,Petrol,Delhi,2018
876,Tata,1150000.0,700.0,Petrol,Chennai,2022
878,Honda,351000.0,39276.0,Petrol,Mumbai,2014
879,Audi,1650000.0,75000.0,Diesel,Ahmedabad,2014
880,Honda,685000.0,25075.0,Petrol,Mumbai,2018
881,Kia,1353000.0,10678.0,Petrol,Delhi,2020
882,Ford,575000.0,31250.0,Petrol,Mumbai,2015
884,Maruti,265000.0,38500.0,Petrol,Thane,2010
885,Maruti,400000.0,25299.0,Petrol,Mumbai,2015
887,BMW,1250000.0,35000.0,Diesel,Ahmedabad,2009
890,Maruti,571000.0,21388.0,Petrol,Kolkata,2019
891,Mahindra,645000.0,35239.0,Diesel,Mumbai,2015
892,Volkswagen,825000.0,11106.0,Petrol,Kolkata,2021
893,Kia,1275000.0,28133.0,Petrol,Kolkata,2020
894,Maruti,1076000.0,23097.0,Petrol,Pune,2021
895,Maruti,376000.0,57348.0,Petrol,Pune,2016
896,Mercedes-Benz,2975000.0,37329.0,Diesel,Bangalore,2018
897,Ford,719000.0,15443.0,Petrol,Delhi,2017
